Engine_Supplier_Region,Engine_Transport_Mode,Is_Critical_Engine,Transmission_Supplier_Region,Transmission_Transport_Mode,Is_Critical_Transmission,Brake_System_Supplier_Region,Brake_System_Transport_Mode,Is_Critical_Brake_System,Suspension_Supplier_Region,Suspension_Transport_Mode,Is_Critical_Suspension,Infotainment_Supplier_Region,Infotainment_Transport_Mode,Is_Critical_Infotainment,Car_Delayed,Engine_Delayed_Flag,Transmission_Delayed_Flag,Brake_System_Delayed_Flag,Suspension_Delayed_Flag,Infotainment_Delayed_Flag,Any_Critical_Part_Delayed,Order_Urgency,Holiday_Proximity,Weather_Condition_On_Delivery,Strike_Notice,Production_Shift,Total_Parts_Delayed,Route_Type,Distance_KM,Traffic_Level,Supplier_Performance_Score,Contract_Penalty_Per_Day,Engine_Supplier_Group,Transmission_Supplier_Group,Brake_System_Supplier_Group,Suspension_Supplier_Group,Infotainment_Supplier_Group,Engine_Reliability_Score,Transmission_Reliability_Score,Brake_System_Reliability_Score,Suspension_Reliability_Score,Infotainment_Reliability_Score,Traffic_Severity_Index,Month_Scheduled,Quarter_Scheduled,Sum_Critical_Parts_Delayed
WEST,ROAD,1,NORTH,SEA,1,WEST,AIR,1,SOUTH,AIR,1,NORTH,AIR,1,1,1,1,1,0,1,1,HIGH,0,SNOW,0,EVENING,4,MIXED,53.31853272934959,LOW,0.0,250,WEST_SEA,NORTH_SEA,WEST_AIR,SOUTH_AIR,NORTH_AIR,0.2926829268292683,0.4375,0.2842105263157894,0.2891566265060241,0.325,1.0,3,1,4
EAST,SEA,1,SOUTH,ROAD,0,WEST,SEA,1,SOUTH,ROAD,0,NORTH,SEA,0,0,0,0,0,1,0,0,HIGH,0,CLEAR,0,EVENING,1,MIXED,50.78444203143691,LOW,0.67,100,EAST_SEA,SOUTH_ROAD,WEST_SEA,SOUTH_ROAD,NORTH_SEA,0.2435897435897435,0.3055555555555556,0.35,0.2244897959183673,0.3246753246753247,1.0,3,1,0
WEST,AIR,0,WEST,AIR,0,SOUTH,AIR,1,SOUTH,ROAD,1,NORTH,ROAD,0,1,1,0,1,1,0,1,MEDIUM,0,STORM,0,MORNING,3,RURAL,377.376327147329,LOW,0.66,250,WEST_AIR,WEST_AIR,SOUTH_AIR,SOUTH_ROAD,NORTH_ROAD,0.3461538461538461,0.2790697674418604,0.2602739726027397,0.2244897959183673,0.3103448275862069,1.0,3,1,2
SOUTH,ROAD,1,SOUTH,SEA,1,NORTH,SEA,1,WEST,ROAD,1,WEST,ROAD,0,1,1,1,1,1,1,1,MEDIUM,0,RAIN,0,MORNING,5,URBAN,95.6630606880915,LOW,0.27,750,SOUTH_ROAD,SOUTH_SEA,NORTH_SEA,WEST_ROAD,WEST_ROAD,0.3214285714285714,0.3163265306122449,0.2738095238095238,0.3563218390804598,0.3555555555555555,1.0,3,1,4
SOUTH,ROAD,0,EAST,ROAD,0,EAST,SEA,1,NORTH,ROAD,1,WEST,ROAD,1,1,1,0,1,1,0,1,HIGH,0,CLEAR,0,MORNING,3,MIXED,112.66501732510008,HIGH,0.16,100,SOUTH_ROAD,EAST_ROAD,EAST_SEA,NORTH_ROAD,WEST_ROAD,0.3214285714285714,0.2790697674418604,0.2602739726027397,0.2688172043010752,0.3555555555555555,1.5,3,1,2
NORTH,AIR,1,WEST,ROAD,0,WEST,AIR,1,NORTH,AIR,0,SOUTH,SEA,0,1,1,0,0,1,1,1,LOW,0,CLEAR,0,EVENING,3,URBAN,93.0481471462055,HIGH,0.4,100,NORTH_AIR,WEST_ROAD,WEST_AIR,NORTH_AIR,SOUTH_SEA,0.3857142857142857,0.2790697674418604,0.2842105263157894,0.3116883116883117,0.3452380952380952,1.5,3,1,1
SOUTH,ROAD,1,SOUTH,SEA,1,SOUTH,SEA,0,EAST,SEA,0,NORTH,SEA,1,0,1,1,1,1,0,1,HIGH,1,CLEAR,0,MORNING,4,MIXED,138.94099022625548,HIGH,0.96,250,SOUTH_ROAD,SOUTH_SEA,WEST_AIR,EAST_SEA,NORTH_SEA,0.3214285714285714,0.3163265306122449,0.2826086956521739,0.2391304347826087,0.3246753246753247,1.5,3,1,2
SOUTH,ROAD,0,SOUTH,ROAD,0,NORTH,ROAD,1,WEST,AIR,0,EAST,ROAD,1,1,0,0,1,1,0,1,MEDIUM,0,CLEAR,0,MORNING,2,RURAL,299.72059680755183,MODERATE,0.63,250,SOUTH_ROAD,SOUTH_ROAD,NORTH_ROAD,WEST_AIR,EAST_ROAD,0.3214285714285714,0.3055555555555556,0.3289473684210526,0.3218390804597701,0.2988505747126437,1.2,3,1,1
NORTH,SEA,1,WEST,AIR,1,SOUTH,ROAD,1,SOUTH,AIR,1,EAST,SEA,1,0,1,1,0,1,0,1,MEDIUM,1,CLEAR,0,MORNING,3,URBAN,16.061554132189453,HIGH,0.65,250,NORTH_SEA,WEST_AIR,SOUTH_ROAD,SOUTH_AIR,EAST_SEA,0.2894736842105263,0.2790697674418604,0.2888888888888888,0.2891566265060241,0.2988505747126437,1.5,3,1,3
WEST,SEA,1,NORTH,AIR,1,EAST,AIR,1,NORTH,SEA,1,EAST,AIR,1,0,1,0,0,0,1,1,MEDIUM,1,CLEAR,0,MORNING,2,RURAL,335.6057466372054,HIGH,0.6,250,WEST_SEA,SOUTH_SEA,EAST_AIR,NORTH_SEA,EAST_AIR,0.2435897435897435,0.3,0.3835616438356164,0.1969696969696969,0.2988505747126437,1.5,3,1,2
EAST,AIR,1,WEST,AIR,1,WEST,AIR,1,NORTH,ROAD,1,NORTH,SEA,1,1,0,1,1,1,1,1,HIGH,0,RAIN,0,MORNING,4,MIXED,192.4941775925338,LOW,0.69,100,EAST_AIR,WEST_AIR,WEST_AIR,NORTH_ROAD,NORTH_SEA,0.2435897435897435,0.2790697674418604,0.2842105263157894,0.2688172043010752,0.3246753246753247,1.0,3,1,4
SOUTH,AIR,1,NORTH,SEA,1,SOUTH,SEA,1,SOUTH,SEA,0,SOUTH,ROAD,0,1,1,1,0,1,1,1,HIGH,0,CLEAR,0,EVENING,4,MIXED,122.2283527268825,HIGH,0.77,100,SOUTH_AIR,NORTH_SEA,SOUTH_SEA,SOUTH_SEA,SOUTH_ROAD,0.2702702702702703,0.4375,0.2826086956521739,0.2183908045977011,0.2988505747126437,1.5,3,1,2
SOUTH,SEA,1,SOUTH,ROAD,0,SOUTH,AIR,0,SOUTH,SEA,0,SOUTH,ROAD,1,1,1,0,0,1,1,1,HIGH,0,CLEAR,0,EVENING,3,MIXED,56.31397844545428,MODERATE,0.17,250,WEST_SEA,SOUTH_ROAD,SOUTH_AIR,SOUTH_SEA,SOUTH_ROAD,0.2926829268292683,0.3055555555555556,0.2602739726027397,0.2183908045977011,0.2988505747126437,1.2,3,1,2
WEST,SEA,0,EAST,AIR,1,NORTH,SEA,0,WEST,AIR,0,SOUTH,AIR,1,1,0,0,1,1,1,1,MEDIUM,0,CLEAR,0,MORNING,3,MIXED,98.701389033509,MODERATE,0.16,100,WEST_SEA,EAST_AIR,NORTH_SEA,WEST_AIR,SOUTH_AIR,0.2435897435897435,0.3285714285714285,0.2738095238095238,0.3218390804597701,0.3375,1.2,3,1,1
NORTH,ROAD,1,NORTH,AIR,0,SOUTH,SEA,1,EAST,AIR,0,NORTH,AIR,0,1,0,1,1,1,0,1,MEDIUM,0,RAIN,0,NIGHT,3,RURAL,185.36603385372635,HIGH,0.55,100,NORTH_ROAD,NORTH_AIR,SOUTH_SEA,EAST_AIR,NORTH_AIR,0.2926829268292683,0.2790697674418604,0.2826086956521739,0.2528735632183908,0.325,1.5,3,1,1
NORTH,AIR,1,SOUTH,ROAD,1,WEST,AIR,1,SOUTH,SEA,1,SOUTH,ROAD,1,1,1,1,1,1,1,1,LOW,0,CLEAR,0,EVENING,5,URBAN,24.40644714591157,MODERATE,0.38,100,NORTH_AIR,SOUTH_ROAD,WEST_AIR,SOUTH_SEA,SOUTH_ROAD,0.3857142857142857,0.3055555555555556,0.2842105263157894,0.2183908045977011,0.2988505747126437,1.2,3,1,5
EAST,SEA,1,SOUTH,ROAD,0,NORTH,ROAD,1,EAST,AIR,0,EAST,ROAD,1,1,0,1,1,0,1,1,LOW,0,STORM,0,EVENING,3,URBAN,67.30027139504867,LOW,0.55,250,EAST_SEA,SOUTH_ROAD,NORTH_ROAD,EAST_AIR,EAST_ROAD,0.2435897435897435,0.3055555555555556,0.3289473684210526,0.2528735632183908,0.2988505747126437,1.0,3,1,2
WEST,ROAD,1,NORTH,AIR,1,NORTH,ROAD,1,NORTH,SEA,0,NORTH,SEA,0,1,0,1,0,0,1,1,MEDIUM,0,CLEAR,0,EVENING,2,RURAL,430.205344688179,HIGH,0.8,1000,WEST_SEA,NORTH_AIR,NORTH_ROAD,NORTH_SEA,NORTH_SEA,0.2926829268292683,0.2790697674418604,0.3289473684210526,0.1969696969696969,0.3246753246753247,1.5,3,1,1
NORTH,ROAD,1,SOUTH,ROAD,1,SOUTH,ROAD,1,SOUTH,ROAD,0,WEST,ROAD,1,1,1,0,0,0,0,1,LOW,1,CLEAR,0,NIGHT,1,URBAN,28.08403197931508,HIGH,0.72,500,NORTH_ROAD,SOUTH_ROAD,SOUTH_ROAD,SOUTH_ROAD,WEST_ROAD,0.2926829268292683,0.3055555555555556,0.2888888888888888,0.2244897959183673,0.3555555555555555,1.5,3,1,1
EAST,AIR,1,EAST,SEA,1,WEST,ROAD,0,SOUTH,ROAD,0,WEST,ROAD,0,1,1,0,1,1,0,1,LOW,0,CLEAR,1,MORNING,3,URBAN,62.05482253057682,MODERATE,0.74,100,EAST_AIR,EAST_SEA,WEST_ROAD,SOUTH_ROAD,WEST_ROAD,0.2435897435897435,0.3424657534246575,0.2717391304347826,0.2244897959183673,0.3555555555555555,1.2,3,1,1
EAST,ROAD,1,EAST,ROAD,0,EAST,ROAD,1,WEST,AIR,1,EAST,AIR,0,1,0,0,1,1,0,1,LOW,0,SNOW,0,NIGHT,2,URBAN,71.49232254606812,LOW,0.59,750,EAST_ROAD,EAST_ROAD,EAST_ROAD,WEST_AIR,EAST_AIR,0.3026315789473684,0.2790697674418604,0.2602739726027397,0.3218390804597701,0.2988505747126437,1.0,3,1,2
WEST,SEA,1,NORTH,AIR,1,SOUTH,AIR,0,WEST,ROAD,1,NORTH,ROAD,1,1,0,0,1,1,1,1,LOW,0,CLEAR,0,EVENING,3,URBAN,34.67445999038253,MODERATE,0.57,250,WEST_SEA,NORTH_AIR,SOUTH_AIR,WEST_ROAD,NORTH_ROAD,0.2435897435897435,0.2790697674418604,0.2602739726027397,0.3563218390804598,0.3103448275862069,1.2,3,1,2
EAST,SEA,0,SOUTH,AIR,0,EAST,AIR,1,SOUTH,ROAD,0,EAST,AIR,0,1,1,1,1,0,1,1,LOW,0,CLEAR,0,NIGHT,4,URBAN,99.85127602536546,HIGH,0.18,100,EAST_SEA,SOUTH_SEA,EAST_AIR,SOUTH_ROAD,EAST_AIR,0.2435897435897435,0.3,0.3835616438356164,0.2244897959183673,0.2988505747126437,1.5,3,1,1
EAST,AIR,1,WEST,ROAD,0,SOUTH,AIR,1,EAST,AIR,0,NORTH,SEA,1,1,1,1,1,1,1,1,LOW,0,CLEAR,0,NIGHT,5,URBAN,17.70924246367875,HIGH,0.22,100,EAST_AIR,WEST_ROAD,SOUTH_AIR,EAST_AIR,NORTH_SEA,0.2435897435897435,0.2790697674418604,0.2602739726027397,0.2528735632183908,0.3246753246753247,1.5,3,1,3
SOUTH,SEA,1,SOUTH,AIR,1,SOUTH,ROAD,0,WEST,AIR,1,WEST,AIR,0,1,1,0,1,1,0,1,MEDIUM,0,CLEAR,0,MORNING,3,RURAL,338.82195233136804,MODERATE,0.16,100,SOUTH_SEA,SOUTH_AIR,SOUTH_ROAD,WEST_AIR,WEST_AIR,0.3164556962025316,0.3,0.2888888888888888,0.3218390804597701,0.3409090909090909,1.2,3,1,2
SOUTH,AIR,1,EAST,AIR,1,SOUTH,ROAD,0,NORTH,AIR,0,EAST,SEA,1,1,1,1,0,0,0,1,LOW,0,CLEAR,0,EVENING,2,URBAN,49.61790981599415,HIGH,0.06,250,SOUTH_AIR,EAST_AIR,WEST_AIR,NORTH_AIR,EAST_SEA,0.2702702702702703,0.3285714285714285,0.2826086956521739,0.3116883116883117,0.2988505747126437,1.5,3,1,2
EAST,ROAD,0,EAST,SEA,0,EAST,ROAD,0,WEST,SEA,0,SOUTH,SEA,1,1,0,1,0,1,1,1,LOW,0,CLEAR,0,MORNING,3,URBAN,88.59906242747269,HIGH,0.68,1000,EAST_ROAD,EAST_SEA,EAST_ROAD,WEST_SEA,SOUTH_SEA,0.3026315789473684,0.3424657534246575,0.2602739726027397,0.2352941176470588,0.3452380952380952,1.5,3,1,1
EAST,AIR,1,NORTH,ROAD,1,EAST,SEA,0,WEST,ROAD,1,EAST,AIR,1,1,0,0,1,0,1,1,MEDIUM,1,CLEAR,0,EVENING,2,RURAL,339.7830219221469,HIGH,0.0,100,EAST_AIR,NORTH_ROAD,EAST_SEA,WEST_ROAD,EAST_AIR,0.2435897435897435,0.3291139240506329,0.2602739726027397,0.3563218390804598,0.2988505747126437,1.5,3,1,1
NORTH,ROAD,1,SOUTH,SEA,1,WEST,AIR,1,WEST,ROAD,1,EAST,AIR,1,1,0,1,0,1,0,1,LOW,1,CLEAR,0,MORNING,2,URBAN,86.62824619705862,MODERATE,0.64,100,NORTH_ROAD,SOUTH_SEA,WEST_AIR,WEST_ROAD,EAST_AIR,0.2926829268292683,0.3163265306122449,0.2842105263157894,0.3563218390804598,0.2988505747126437,1.2,3,1,2
EAST,SEA,1,SOUTH,AIR,0,SOUTH,SEA,1,EAST,AIR,1,NORTH,AIR,0,0,1,1,1,0,0,1,LOW,1,CLEAR,0,MORNING,3,URBAN,24.717148532652047,LOW,0.54,100,EAST_SEA,SOUTH_AIR,SOUTH_SEA,EAST_AIR,NORTH_AIR,0.2435897435897435,0.3,0.2826086956521739,0.2528735632183908,0.325,1.0,3,1,2
NORTH,ROAD,0,SOUTH,AIR,1,EAST,SEA,0,NORTH,AIR,0,WEST,SEA,0,0,1,0,1,1,0,0,LOW,1,RAIN,0,EVENING,3,URBAN,99.81406994800037,LOW,0.61,100,NORTH_ROAD,SOUTH_SEA,EAST_SEA,NORTH_AIR,WEST_SEA,0.2926829268292683,0.3,0.2602739726027397,0.3116883116883117,0.4,1.0,3,1,0
WEST,AIR,1,SOUTH,SEA,0,SOUTH,SEA,0,NORTH,ROAD,0,SOUTH,ROAD,1,1,1,0,0,1,0,1,LOW,0,CLEAR,0,MORNING,2,URBAN,64.98828899658926,MODERATE,0.6,100,WEST_AIR,SOUTH_SEA,SOUTH_SEA,NORTH_ROAD,SOUTH_ROAD,0.3461538461538461,0.3163265306122449,0.2826086956521739,0.2688172043010752,0.2988505747126437,1.2,3,1,1
NORTH,SEA,0,SOUTH,SEA,0,WEST,SEA,1,SOUTH,SEA,0,NORTH,AIR,0,1,1,1,1,1,1,1,LOW,0,CLEAR,0,MORNING,5,URBAN,88.14452548675425,HIGH,0.33,100,NORTH_SEA,SOUTH_SEA,WEST_SEA,SOUTH_SEA,NORTH_AIR,0.2894736842105263,0.3163265306122449,0.35,0.2183908045977011,0.325,1.5,3,1,1
WEST,ROAD,1,EAST,AIR,1,SOUTH,ROAD,0,NORTH,ROAD,1,WEST,SEA,1,1,0,0,0,1,0,1,MEDIUM,0,CLEAR,0,NIGHT,1,URBAN,53.80020472822326,MODERATE,0.44,500,WEST_ROAD,EAST_AIR,SOUTH_ROAD,NORTH_ROAD,WEST_SEA,0.2435897435897435,0.3285714285714285,0.2888888888888888,0.2688172043010752,0.4,1.2,3,1,1
WEST,ROAD,1,SOUTH,SEA,1,SOUTH,AIR,0,WEST,SEA,1,NORTH,ROAD,0,1,1,1,1,1,0,1,MEDIUM,0,CLEAR,0,MORNING,4,URBAN,50.9698134173621,HIGH,0.35,750,WEST_ROAD,SOUTH_SEA,SOUTH_AIR,WEST_SEA,NORTH_ROAD,0.2435897435897435,0.3163265306122449,0.2602739726027397,0.2352941176470588,0.3103448275862069,1.5,3,1,3
SOUTH,SEA,0,NORTH,ROAD,0,WEST,ROAD,1,NORTH,ROAD,0,WEST,ROAD,0,0,1,1,0,1,1,0,MEDIUM,0,RAIN,0,NIGHT,4,URBAN,88.36749111452603,LOW,0.84,100,SOUTH_SEA,NORTH_ROAD,WEST_ROAD,NORTH_ROAD,WEST_ROAD,0.3164556962025316,0.3291139240506329,0.2717391304347826,0.2688172043010752,0.3555555555555555,1.0,3,1,0
EAST,AIR,0,WEST,AIR,1,EAST,AIR,1,EAST,ROAD,0,SOUTH,ROAD,1,1,0,1,1,1,0,1,LOW,0,CLEAR,0,MORNING,3,URBAN,68.57896321424747,HIGH,0.46,250,EAST_AIR,SOUTH_SEA,EAST_AIR,EAST_ROAD,SOUTH_ROAD,0.2435897435897435,0.3,0.3835616438356164,0.2647058823529412,0.2988505747126437,1.5,3,1,2
WEST,SEA,0,NORTH,SEA,1,NORTH,AIR,0,WEST,ROAD,0,SOUTH,SEA,0,0,1,0,1,0,1,0,MEDIUM,0,STORM,0,EVENING,3,URBAN,29.36816848155137,LOW,0.59,250,WEST_SEA,NORTH_SEA,NORTH_AIR,WEST_ROAD,SOUTH_SEA,0.2435897435897435,0.4375,0.2602739726027397,0.3563218390804598,0.3452380952380952,1.0,3,1,0
WEST,AIR,1,WEST,AIR,1,EAST,SEA,0,EAST,SEA,0,WEST,ROAD,0,0,0,0,1,1,1,0,HIGH,0,CLEAR,0,NIGHT,3,MIXED,179.50004743577378,MODERATE,0.59,250,WEST_AIR,WEST_AIR,EAST_SEA,EAST_SEA,WEST_ROAD,0.3461538461538461,0.2790697674418604,0.2602739726027397,0.2391304347826087,0.3555555555555555,1.2,3,1,0
NORTH,AIR,0,NORTH,ROAD,0,SOUTH,AIR,1,NORTH,ROAD,0,NORTH,SEA,0,0,0,1,0,0,1,0,MEDIUM,0,RAIN,0,EVENING,2,RURAL,176.64580082160506,MODERATE,0.69,500,NORTH_AIR,NORTH_ROAD,WEST_AIR,NORTH_ROAD,NORTH_SEA,0.3857142857142857,0.3291139240506329,0.2826086956521739,0.2688172043010752,0.3246753246753247,1.2,3,1,0
EAST,SEA,1,NORTH,AIR,1,EAST,SEA,1,SOUTH,ROAD,1,SOUTH,SEA,0,0,1,0,1,1,1,1,MEDIUM,0,STORM,0,MORNING,4,MIXED,73.83622515040304,MODERATE,0.72,100,EAST_SEA,NORTH_AIR,EAST_SEA,SOUTH_ROAD,SOUTH_SEA,0.2435897435897435,0.2790697674418604,0.2602739726027397,0.2244897959183673,0.3452380952380952,1.2,3,1,3
EAST,SEA,0,NORTH,AIR,1,EAST,SEA,1,NORTH,ROAD,1,SOUTH,AIR,0,0,0,1,1,0,1,1,MEDIUM,0,RAIN,1,MORNING,3,MIXED,181.77733419520217,HIGH,0.64,750,EAST_SEA,NORTH_AIR,EAST_SEA,NORTH_ROAD,SOUTH_AIR,0.2435897435897435,0.2790697674418604,0.2602739726027397,0.2688172043010752,0.3375,1.5,3,1,2
SOUTH,AIR,0,SOUTH,SEA,0,EAST,SEA,0,SOUTH,SEA,0,EAST,SEA,1,0,1,1,0,0,1,1,MEDIUM,0,CLEAR,0,EVENING,3,RURAL,373.6919782354252,LOW,0.71,500,SOUTH_AIR,SOUTH_SEA,EAST_SEA,SOUTH_SEA,EAST_SEA,0.2702702702702703,0.3163265306122449,0.2602739726027397,0.2183908045977011,0.2988505747126437,1.0,3,1,1
NORTH,ROAD,1,NORTH,ROAD,1,SOUTH,AIR,1,SOUTH,ROAD,1,EAST,SEA,0,1,1,1,1,1,1,1,MEDIUM,1,RAIN,0,EVENING,5,RURAL,297.4749507969745,MODERATE,0.37,100,NORTH_ROAD,NORTH_ROAD,SOUTH_AIR,SOUTH_ROAD,EAST_SEA,0.2926829268292683,0.3291139240506329,0.2602739726027397,0.2244897959183673,0.2988505747126437,1.2,3,1,4
SOUTH,AIR,1,SOUTH,ROAD,1,NORTH,SEA,0,NORTH,ROAD,0,NORTH,SEA,0,1,1,1,0,1,1,1,HIGH,0,STORM,0,MORNING,4,MIXED,86.5223444864449,LOW,0.33,100,SOUTH_AIR,SOUTH_ROAD,NORTH_SEA,NORTH_ROAD,NORTH_SEA,0.2702702702702703,0.3055555555555556,0.2738095238095238,0.2688172043010752,0.3246753246753247,1.0,3,1,2
SOUTH,ROAD,1,WEST,AIR,1,WEST,ROAD,0,NORTH,ROAD,1,NORTH,AIR,0,1,1,0,1,0,0,1,MEDIUM,0,CLEAR,0,MORNING,2,RURAL,408.4572232379643,HIGH,0.46,750,SOUTH_ROAD,WEST_AIR,WEST_ROAD,NORTH_ROAD,NORTH_AIR,0.3214285714285714,0.2790697674418604,0.2717391304347826,0.2688172043010752,0.325,1.5,3,1,1
WEST,ROAD,0,WEST,ROAD,0,NORTH,ROAD,1,WEST,SEA,1,EAST,ROAD,1,0,1,0,1,0,0,1,MEDIUM,0,CLEAR,0,MORNING,2,RURAL,178.76008361674957,LOW,0.59,250,WEST_SEA,WEST_ROAD,NORTH_ROAD,WEST_SEA,EAST_ROAD,0.2926829268292683,0.2790697674418604,0.3289473684210526,0.2352941176470588,0.2988505747126437,1.0,3,1,1
EAST,ROAD,0,SOUTH,AIR,1,NORTH,SEA,1,SOUTH,ROAD,0,EAST,ROAD,1,1,1,1,1,0,1,1,LOW,0,CLEAR,0,EVENING,4,URBAN,80.18658900040148,MODERATE,0.58,750,EAST_ROAD,SOUTH_AIR,NORTH_SEA,SOUTH_ROAD,EAST_ROAD,0.3026315789473684,0.3,0.2738095238095238,0.2244897959183673,0.2988505747126437,1.2,3,1,3
EAST,SEA,0,WEST,ROAD,1,SOUTH,SEA,1,EAST,ROAD,1,EAST,AIR,1,1,1,0,0,1,1,1,LOW,0,CLEAR,1,EVENING,3,URBAN,59.45765823055153,MODERATE,0.48,250,EAST_SEA,WEST_ROAD,SOUTH_SEA,EAST_ROAD,EAST_AIR,0.2435897435897435,0.2790697674418604,0.2826086956521739,0.2647058823529412,0.2988505747126437,1.2,3,1,2
SOUTH,AIR,1,EAST,ROAD,1,EAST,ROAD,1,SOUTH,ROAD,0,EAST,ROAD,1,1,0,0,1,0,1,1,MEDIUM,0,CLEAR,0,NIGHT,2,RURAL,495.67734730762027,MODERATE,0.0,250,SOUTH_AIR,EAST_ROAD,EAST_ROAD,SOUTH_ROAD,EAST_ROAD,0.2702702702702703,0.2790697674418604,0.2602739726027397,0.2244897959183673,0.2988505747126437,1.2,3,1,2
SOUTH,AIR,1,SOUTH,AIR,1,EAST,AIR,1,EAST,ROAD,1,SOUTH,AIR,1,1,1,1,0,1,1,1,HIGH,0,STORM,0,EVENING,4,MIXED,174.33250488239142,MODERATE,0.4,500,SOUTH_AIR,SOUTH_AIR,EAST_AIR,EAST_ROAD,SOUTH_AIR,0.2702702702702703,0.3,0.3835616438356164,0.2647058823529412,0.3375,1.2,3,1,4
NORTH,SEA,0,EAST,SEA,0,SOUTH,ROAD,1,WEST,SEA,0,EAST,AIR,1,0,1,1,0,0,1,1,MEDIUM,1,CLEAR,0,MORNING,3,MIXED,79.19337677311476,LOW,0.55,100,NORTH_SEA,EAST_SEA,SOUTH_ROAD,WEST_SEA,EAST_AIR,0.2894736842105263,0.3424657534246575,0.2888888888888888,0.2352941176470588,0.2988505747126437,1.0,3,1,1
SOUTH,SEA,0,NORTH,AIR,0,NORTH,SEA,0,WEST,SEA,0,NORTH,SEA,1,1,0,1,1,1,1,1,MEDIUM,0,RAIN,0,MORNING,4,MIXED,148.9030883308674,LOW,0.0,100,SOUTH_SEA,NORTH_AIR,NORTH_SEA,WEST_SEA,NORTH_SEA,0.3164556962025316,0.2790697674418604,0.2738095238095238,0.2352941176470588,0.3246753246753247,1.0,3,1,1
NORTH,ROAD,1,NORTH,SEA,1,WEST,SEA,1,SOUTH,AIR,1,SOUTH,SEA,0,1,1,0,0,1,1,1,MEDIUM,0,CLEAR,0,MORNING,3,MIXED,112.95909753891834,HIGH,0.38,1000,NORTH_ROAD,NORTH_SEA,WEST_SEA,SOUTH_AIR,SOUTH_SEA,0.2926829268292683,0.4375,0.35,0.2891566265060241,0.3452380952380952,1.5,3,1,2
EAST,SEA,1,NORTH,SEA,1,NORTH,ROAD,1,EAST,SEA,1,EAST,SEA,1,1,0,1,1,0,1,1,MEDIUM,0,CLEAR,0,NIGHT,3,RURAL,444.676748377133,HIGH,0.12,100,EAST_SEA,NORTH_SEA,NORTH_ROAD,EAST_SEA,EAST_SEA,0.2435897435897435,0.4375,0.3289473684210526,0.2391304347826087,0.2988505747126437,1.5,3,1,3
EAST,SEA,1,SOUTH,AIR,1,SOUTH,ROAD,0,SOUTH,ROAD,1,WEST,ROAD,0,1,1,0,0,1,0,1,LOW,0,CLEAR,0,NIGHT,2,URBAN,68.90600928530216,MODERATE,0.59,250,EAST_SEA,SOUTH_AIR,SOUTH_ROAD,SOUTH_ROAD,WEST_ROAD,0.2435897435897435,0.3,0.2888888888888888,0.2244897959183673,0.3555555555555555,1.2,3,1,2
WEST,AIR,0,SOUTH,SEA,1,EAST,AIR,0,NORTH,AIR,0,NORTH,ROAD,0,0,0,1,1,1,1,1,MEDIUM,0,RAIN,0,NIGHT,4,MIXED,51.81811619658399,MODERATE,0.78,1000,WEST_AIR,SOUTH_SEA,EAST_AIR,NORTH_AIR,NORTH_ROAD,0.3461538461538461,0.3163265306122449,0.3835616438356164,0.3116883116883117,0.3103448275862069,1.2,3,1,1
NORTH,AIR,1,NORTH,AIR,1,WEST,SEA,1,EAST,ROAD,1,SOUTH,ROAD,1,1,1,0,1,1,1,1,LOW,0,RAIN,0,NIGHT,4,URBAN,53.46719848768197,LOW,0.52,100,NORTH_AIR,NORTH_AIR,WEST_SEA,EAST_ROAD,SOUTH_ROAD,0.3857142857142857,0.2790697674418604,0.35,0.2647058823529412,0.2988505747126437,1.0,3,1,4
SOUTH,SEA,1,EAST,ROAD,0,SOUTH,SEA,1,EAST,ROAD,1,SOUTH,ROAD,1,1,1,1,0,0,1,1,MEDIUM,0,STORM,0,MORNING,3,RURAL,307.0137208340899,LOW,0.2,100,WEST_SEA,EAST_ROAD,SOUTH_SEA,EAST_ROAD,SOUTH_ROAD,0.2926829268292683,0.2790697674418604,0.2826086956521739,0.2647058823529412,0.2988505747126437,1.0,3,1,2
NORTH,ROAD,0,SOUTH,SEA,1,NORTH,SEA,1,NORTH,AIR,1,SOUTH,ROAD,0,1,1,1,0,0,0,1,HIGH,0,CLEAR,0,MORNING,2,MIXED,126.08522130325886,HIGH,0.29,100,NORTH_ROAD,SOUTH_SEA,NORTH_SEA,NORTH_AIR,SOUTH_ROAD,0.2926829268292683,0.3163265306122449,0.2738095238095238,0.3116883116883117,0.2988505747126437,1.5,3,1,1
EAST,SEA,1,NORTH,SEA,1,SOUTH,ROAD,1,SOUTH,SEA,0,SOUTH,AIR,0,1,0,1,1,1,1,1,MEDIUM,0,RAIN,1,MORNING,4,RURAL,182.0203930892142,MODERATE,0.15,100,EAST_SEA,NORTH_SEA,SOUTH_ROAD,SOUTH_SEA,SOUTH_AIR,0.2435897435897435,0.4375,0.2888888888888888,0.2183908045977011,0.3375,1.2,3,1,2
NORTH,SEA,1,EAST,ROAD,1,EAST,SEA,1,NORTH,ROAD,1,EAST,AIR,0,1,1,0,1,1,0,1,LOW,0,CLEAR,1,MORNING,3,URBAN,79.88027018497522,HIGH,0.46,250,NORTH_SEA,EAST_ROAD,EAST_SEA,NORTH_ROAD,EAST_AIR,0.2894736842105263,0.2790697674418604,0.2602739726027397,0.2688172043010752,0.2988505747126437,1.5,3,1,3
